sku_id,line_id,ip,character,character_en,name_ja,name_en,aliases,variant,design_variants,msrp_jpy,price_basis,acquisition_type,currency,design_count,set_components,bonus_of,availability_hint,availability_confidence,typical_channels,region,platform,edition,width_mm,height_mm,depth_mm,weight_g,jan,isbn,catalog_number,official,rerelease_dates,source_url,verified,notes
kh3-pets-dogwear-sora,kh3-pets-dogwear-sora-2025,kingdom-hearts,ソラ,Sora,KINGDOM HEARTS PETs ドッグウェア ソラ,Kingdom Hearts PETs Dog Wear (Sora),KHペット服ソラ|MHK09662|KH PETs Sora,,,7700,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,,,,,,,,true,,https://store.jp.square-enix.com/estore/g/gMHK09662/,true,素材ポリエステル・POM。首回り約29cm・胴回り約39cm・着丈約27cm(ペット用衣類のため寸法欄は空欄)。フード着脱可能、胸元テープ開閉式。キングダム ハーツIIIのソラの衣装を再現。
kh-silicon-ice-tray-kingdomchain,kh-silicon-ice-tray-kingdomchain-2025,kingdom-hearts,,,キングダム ハーツ / シリコンアイストレー ＜キングダムチェーン＞,Kingdom Hearts Silicone Ice Tray (Kingdom Chain),KHアイストレー|キングダムチェーン製氷皿|MKH09655,,,3080,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,165,60,22,,,,,true,2025-07-19,https://store.jp.square-enix.com/estore/g/gMKH09655/,true,素材シリコーンゴム。キーブレード「キングダムチェーン」モチーフ、2個セット。追加生産分(再販)。
kh-keyblade-keyholder-ultima,kh-keyblade-keyholder-ultima-2025,kingdom-hearts,,,キングダム ハーツ / キーブレードキーホルダー ＜アルテマウェポン＞,Kingdom Hearts Keyblade Keychain (Ultima Weapon),アルテマウェポンキーホルダー|MKH051229-3,,,2090,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,30,97,5,42,,,,true,2025-06-28,https://store.jp.square-enix.com/estore/g/gMKH051229-3/,true,素材メタル、チェーン長約6.8cm。キーブレード「アルテマウェポン」モチーフ。追加生産分で、内容は初回版と同一と明記。
kh-long-hoodie-halloweentown-m,kh-long-hoodie-halloweentown-2025,kingdom-hearts,ソラ|ドナルド|グーフィー,Sora|Donald Duck|Goofy,キングダム ハーツ / ロングフーディー ハロウィンタウン（Mサイズ）,Kingdom Hearts Long Hoodie Halloween Town (M),V-MKH09617-M|ハロウィンタウンパーカーM,Mサイズ,,19800,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,,,,,,,,true,,https://store.jp.square-enix.com/estore/g/gV-MKH09617-M/,true,背面にハロウィンタウン衣装のソラ・ドナルド・グーフィーをデザイン。素材：本体綿100%、リブ綿98%ポリウレタン2%。着丈約83cm・身幅約62cm・肩幅約58cm・袖丈約58cm(衣類のため寸法欄は空欄)。同ページにLサイズの寸法記載もあり(着丈約85cm等)。品切れ中。
kh-acrylic-stand-kyusoku-hiru,kh-acrylic-stand-2024-10,kingdom-hearts,,,キングダム ハーツ -ファイナル ミックス- / アクリルスタンド 休息（昼）,Kingdom Hearts -Final Mix- Acrylic Stand -Respite (Day)-,KHFMアクリルスタンド休息昼|MKH09604,休息（昼）,,3850,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,278.5,191,3,,,,,true,,https://store.jp.square-enix.com/estore/g/gMKH09604/,true,対象作品：キングダム ハーツ -ファイナル ミックス-。背景とキャラクターパーツが分かれた立体感あるデザイン。2024-10-31発売。
kh2-acrylic-stand-soukai,kh-acrylic-stand-2024-10,kingdom-hearts,,,キングダム ハーツII -ファイナル ミックス- / アクリルスタンド 爽快,Kingdom Hearts II -Final Mix- Acrylic Stand -Refreshing-,KH2FMアクリルスタンド爽快|MKH09605,爽快,,3850,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,278.5,191,3,,,,,true,,https://store.jp.square-enix.com/estore/g/gMKH09605/,true,対象作品：キングダム ハーツII -ファイナル ミックス-。背景とキャラクターパーツが分かれた立体感あるデザイン。2024-10-31発売。
kh-ost-hd15-remix-2024,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ -HD 1.5 ReMIX- オリジナル・サウンドトラック,KINGDOM HEARTS -HD 1.5 ReMIX- Original Soundtrack,SQEX-11070-2|KH HD1.5 ReMIX サントラ|KH1.5 OST,,,3960,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-11070-2,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-11070-2.html,true,CD3枚組。reissue of kh-ost-hd15-remix-2014。2014年発売の同名サウンドトラック(SQEX-10466-8)と同一収録内容の再発売(2024-08-16)。『KINGDOM HEARTS』『KINGDOM HEARTS Re:Chain of Memories』『KINGDOM HEARTS 358/2 Days』のHDリマスター版楽曲。
kh-ost-dream-drop-distance-2024,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ ドリームドロップディスタンス オリジナル・サウンドトラック,KINGDOM HEARTS Dream Drop Distance Original Soundtrack,SQEX-11073-5|KH3D サントラ|Dream Drop Distance OST,,,3981,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-11073-5,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-11073-5.html,true,CD3枚組・全52曲。reissue of kh-ost-dream-drop-distance-2012。2012年発売の同名サウンドトラック(SQEX-10304-6)と同一収録内容の再発売(2024-08-16)。『KINGDOM HEARTS 3D [Dream Drop Distance]』の楽曲。
kh-ost-hd25-remix-2024,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ -HD 2.5 ReMIX- オリジナル・サウンドトラック,KINGDOM HEARTS -HD 2.5 ReMIX- Original Soundtrack,SQEX-11076-9|KH HD2.5 ReMIX サントラ|KH2.5 OST,,,5280,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-11076-9,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-11076-9.html,true,reissue of kh-ost-hd25-remix-2014。2014年発売の同名サウンドトラック(SQEX-10469-72)と同一収録内容の再発売(2024-08-16)。『KINGDOM HEARTS II』『KINGDOM HEARTS Birth by Sleep & 358/2 Days』のHDリマスター版新規録音楽曲。
kh-ost-bbs-358-2024,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ バース バイ スリープ ＆ 358/2 デイズ オリジナル・サウンドトラック,KINGDOM HEARTS Birth by Sleep & 358/2 Days Original Soundtrack,SQEX-11140-2|BbS 358/2Daysサントラ|Birth by Sleep OST,,,3981,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-11140-2,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-11140-2.html,true,CD3枚組・全80曲。reissue of kh-ost-bbs-358-2011。2011年発売の同名サウンドトラック(SQEX-10213-5)と同一収録内容の再発売(2024-08-16、無印版)。『KINGDOM HEARTS Birth by Sleep』『358/2 Days』『Re:coded』『Birth by Sleep FINAL MIX』の楽曲。似て非なる商品：同じ品番に「S」を付けた下村陽子氏サイン入り抽選販売版(sku_id: kh-bbs-358-ost-signed-lottery-2026-cd)は別行で既存。
kh-vinyl-20th-anniversary-2023,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ 20周年 アナログレコードBOX,KINGDOM HEARTS 20TH ANNIVERSARY VINYL LP BOX,SQEX-11001-3|KH20周年レコードBOX|KH Vinyl LP Box,,,16500,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-11001-3,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-11001-3.html,true,アナログレコード3枚組・全36曲、封入特典のスタンド付きイラストカード付属。『キングダム ハーツIV』20周年発表トレーラー曲「Reality in the Dark」を先行収録（docs/assumptions.mdのKH4前提の参考情報）。
kh-ost-3-28-unchained-union-2020,kh-soundtrack,kingdom-hearts,,,"キングダム ハーツ -III, II.8, アンチェインド キー ＆ ユニオン クロス- オリジナル・サウンドトラック","KINGDOM HEARTS - III, II.8, Unchained χ & Union χ [Cross] - Original Soundtrack",SQEX-10794-801|KH3 サントラ|KHIII OST,,,13200,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-10794-801,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-10794-801.html,true,CD8枚組・全160曲超。『キングダム ハーツIII』『同III Re Mind』『同HD 2.8 ファイナル チャプター プロローグ』『同 アンチェインド キー』『同 ユニオンクロス』5作品の新規楽曲を収録。宇多田ヒカル書き下ろし主題歌含む。ダウンロード配信もあり。
kh-orchestra-world-of-tres-2019,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ オーケストラ -ワールド オブ トレス- アルバム,KINGDOM HEARTS Orchestra -World of Tres- Album,SQEX-10714|KHオーケストラ World of Tres,,,3630,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-10714,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-10714.html,true,全11曲。「オフィシャルショップ限定」商品（ARTNIA・SQUARE ENIX GARDEN・e-STORE・出展イベントのみで取り扱いと明記）。3回目のオフィシャルコンサート開催に合わせたオーケストラアレンジアルバム第2弾。
kh-concert-first-breath-album-2017,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ コンサート -ファーストブレス- アルバム,KINGDOM HEARTS Concert -First Breath- Album,SQEX-10598|KHコンサート First Breath アルバム,,,3630,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-10598,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-10598.html,true,2016年8月開催の初オフィシャルコンサート「KINGDOM HEARTS Concert -First Breath-」の演奏楽曲を新規録音収録。吹奏楽アレンジ。同コンサート名を冠したグッズ（タオル等）が別途出品されることがあるが、それらは当データ未収録の別商品。
kh-orchestra-world-tour-2017,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ オーケストラ -ワールドツアー- アルバム,KINGDOM HEARTS Orchestra -World Tour- Album,SQEX-10592|KHオーケストラ World Tour,,,3630,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-10592,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-10592.html,true,公式ページに「イベント会場限定」「期間限定販売商品」と明記（2017年3月開催の初オフィシャルオーケストラコンサートツアー演奏曲）。2026年時点でもSQUARE ENIX MUSICラインナップページ経由でe-STORE購入リンクが生きていることを確認。
kh-tribute-album-2015,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ トリビュートアルバム,KINGDOM HEARTS トリビュートアルバム,SQEX-10490|KH Tribute Album|KHトリビュート,,,2200,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-10490,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-10490.html,true,シリーズ初のトリビュートアルバム。複数アーティストによるカバー楽曲集。ディズニー公式描き下ろしイラストパッケージ。
kh-10th-anniversary-fan-selection-2012,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ 10th アニバーサリー ファンセレクション -メロディーズ ＆ メモリーズ-,KINGDOM HEARTS 10th Anniversary FAN SELECTION -Melodies & Memories-,SQEX-10328-9|KH10周年ファンセレクション,,,3666,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-10328-9,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-10328-9.html,true,シリーズ生誕10周年記念、ユーザー投票で収録曲を決定したコンピレーションアルバム。
kh-piano-collections-field-battle-2010,kh-soundtrack,kingdom-hearts,,,ピアノ コレクションズ キングダム ハーツ フィールド＆バトル,PIANO COLLECTIONS KINGDOM HEARTS Field & Battle,SQEX-10177|Piano Collections KH Field and Battle,,,2619,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-10177,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-10177.html,true,Piano Collections KINGDOM HEARTS(kh-piano-collections-2009)の第二弾。バトル曲・フィールド曲中心の下村陽子氏選曲によるピアノアレンジ。
kh-piano-collections-2009,kh-soundtrack,kingdom-hearts,,,ピアノ コレクションズ キングダム ハーツ,Piano Collections KINGDOM HEARTS,SQEX-10144|Piano Collections KH,,,3143,msrp,music,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,,SQEX-10144,true,,https://www.jp.square-enix.com/music/lineup/item/SQEX-10144.html,true,シリーズ初のピアノアレンジアルバム。スクウェア・エニックスメンバーズのファン投票企画を経て下村陽子氏が選曲。全12曲。
kh-ost-hd15-remix-2014,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ -HD 1.5 ReMIX- オリジナル・サウンドトラック,KINGDOM HEARTS -HD 1.5 ReMIX- Original Soundtrack,KH HD1.5 ReMIX サントラ|KH1.5 OST|SQEX-10466-8,2014年版,,,,music,JPY,,,,unknown,,,JP,,,,,,,,,SQEX-10466-8,true,2024-08-16,https://www.jp.square-enix.com/music/lineup/item/SQEX-11070-2.html,false,2014年発売の初出版（再発盤 kh-ost-hd15-remix-2024 の元になった商品）。『KINGDOM HEARTS』『Re:Chain of Memories』『358/2 Days』のHDリマスター版楽曲。発売日は年のみ（再発盤ページの記載）、当時価格は不明のため空欄。この品番(SQEX-10466-8)の公式商品ページは確認時点で公式サイト上に見つからず（Not Found）、source_urlは元版の品番を記載している再発盤ページを指す。
kh-ost-dream-drop-distance-2012,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ ドリームドロップディスタンス オリジナル・サウンドトラック,KINGDOM HEARTS Dream Drop Distance Original Soundtrack,KH3D サントラ|Dream Drop Distance OST|SQEX-10304-6,2012年版,,,,music,JPY,,,,unknown,,,JP,,,,,,,,,SQEX-10304-6,true,2024-08-16,https://www.jp.square-enix.com/music/lineup/item/SQEX-11073-5.html,false,2012年発売の初出版（再発盤 kh-ost-dream-drop-distance-2024 の元になった商品）。『KINGDOM HEARTS 3D [Dream Drop Distance]』の楽曲。CD3枚組・全52曲。発売日は年のみ（再発盤ページの記載）、当時価格は不明のため空欄。この品番(SQEX-10304-6)の公式商品ページは確認時点で公式サイト上に見つからず（Not Found）、source_urlは元版の品番を記載している再発盤ページを指す。
kh-ost-hd25-remix-2014,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ -HD 2.5 ReMIX- オリジナル・サウンドトラック,KINGDOM HEARTS -HD 2.5 ReMIX- Original Soundtrack,KH HD2.5 ReMIX サントラ|KH2.5 OST|SQEX-10469-72,2014年版,,,,music,JPY,,,,unknown,,,JP,,,,,,,,,SQEX-10469-72,true,2024-08-16,https://www.jp.square-enix.com/music/lineup/item/SQEX-11076-9.html,false,2014年発売の初出版（再発盤 kh-ost-hd25-remix-2024 の元になった商品）。『KINGDOM HEARTS II』『Birth by Sleep & 358/2 Days』のHDリマスター版新規録音楽曲。発売日は年のみ（再発盤ページの記載）、当時価格は不明のため空欄。この品番(SQEX-10469-72)の公式商品ページは確認時点で公式サイト上に見つからず（Not Found）、source_urlは元版の品番を記載している再発盤ページを指す。
kh-ost-bbs-358-2011,kh-soundtrack,kingdom-hearts,,,キングダム ハーツ バース バイ スリープ ＆ 358/2 デイズ オリジナル・サウンドトラック,KINGDOM HEARTS Birth by Sleep & 358/2 Days Original Soundtrack,BbS 358/2Daysサントラ|Birth by Sleep OST|SQEX-10213-5,2011年版,,,,music,JPY,,,,unknown,,,JP,,,,,,,,,SQEX-10213-5,true,2024-08-16,https://www.jp.square-enix.com/music/lineup/item/SQEX-11140-2.html,false,2011年発売の初出版（再発盤 kh-ost-bbs-358-2024 の元になった商品）。『Birth by Sleep』『358/2 Days』『Re:coded』『Birth by Sleep FINAL MIX』の楽曲。CD3枚組・全80曲。発売日は年のみ（再発盤ページの記載）、当時価格は不明のため空欄。この品番(SQEX-10213-5)の公式商品ページは確認時点で公式サイト上に見つからず（Not Found）、source_urlは元版の品番を記載している再発盤ページを指す。
kh3-manga-vol4-2025,kh-books,kingdom-hearts,,,キングダム ハーツIII（4）（完）,Kingdom Hearts III (Manga) Vol.4 (Final),KH3 コミック4巻|KH3 漫画 最終巻|Kingdom Hearts III Manga Vol.4|9784757597457|キングダムハーツIII（4）（完）,,,840,msrp,book,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,9784757597457,,true,,https://store.jp.square-enix.com/estore/g/g9784757597457/,true,コミック（シリーズ『キングダム ハーツIII』全4巻の最終巻）。B6判。 発売日2025-03-12。e-STORE確認時点の在庫: 品切れ中。name_enは公式英語表記ではなく日本語タイトルからの直訳（公式ページに英語名の記載なし）。ISBNはe-STOREの商品コード(g+ISBN-13)から取得しチェックディジット検証済み（ページ本文にISBNの明記はなし）。
kh3-game-novels-vol3-2020,kh-books,kingdom-hearts,,,GAME NOVELS キングダム ハーツIII Vol.3 Remind Me Again,GAME NOVELS Kingdom Hearts III Vol.3 Remind Me Again,KH3小説3巻|Game Novels KH3 Vol.3|Remind Me Again|9784757566675|GAMENOVELSキングダムハーツIIIVol.3RemindMeAgain|GAME NOVELS キングダムハーツIII Vol.3 Remind Me Again,,,1320,msrp,book,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,9784757566675,,true,,https://store.jp.square-enix.com/estore/g/g9784757566675/,true,小説。小B6判(182×118)・ソフトカバー、450ページ(予定)。 発売日2020-05-28。e-STORE確認時点の在庫: 品切れ中。e-STORE購入特典（数量限定）: 「小説 キングダム ハーツIII Vol.3 オリジナルポストカード」。 ISBNはe-STOREの商品コード(g+ISBN-13)から取得しチェックディジット検証済み（ページ本文にISBNの明記はなし）。
kh3-manga-vol1-2020,kh-books,kingdom-hearts,,,キングダム ハーツIII（1）,Kingdom Hearts III (Manga) Vol.1,KH3 コミック1巻|KH3 漫画 1巻|Kingdom Hearts III Manga Vol.1|9784757565913|キングダムハーツIII（1）,,,660,msrp,book,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,9784757565913,,true,,https://store.jp.square-enix.com/estore/g/g9784757565913/,true,コミック（シリーズ『キングダム ハーツIII』第1巻）。B6判・144ページ。 発売日2020-04-11。e-STORE確認時点の在庫: 残り僅か。name_enは公式英語表記ではなく日本語タイトルからの直訳（公式ページに英語名の記載なし）。ISBNはe-STOREの商品コード(g+ISBN-13)から取得しチェックディジット検証済み（ページ本文にISBNの明記はなし）。
kh-character-files-2020,kh-books,kingdom-hearts,,,キングダム ハーツ シリーズ キャラクター ファイルズ,Kingdom Hearts Series Character Files,KHキャラクターファイルズ|KH Character Files|9784757564930|キングダムハーツシリーズキャラクターファイルズ|キングダムハーツ シリーズ キャラクター ファイルズ,,,3080,msrp,book,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,9784757564930,,true,,https://store.jp.square-enix.com/estore/g/g9784757564930/,true,ファンブック。B5判・224ページ(予定)。 発売日2020-02-20。e-STORE確認時点の在庫: 在庫あり。e-STORE限定特典（数量限定）: 「キングダムハーツ シリーズ キャラクター ファイルズ オリジナルポスター」。 name_enは公式英語表記ではなく日本語タイトルからの直訳（公式ページに英語名の記載なし）。ISBNはe-STOREの商品コード(g+ISBN-13)から取得しチェックディジット検証済み（ページ本文にISBNの明記はなし）。
kh-scratch-art-2019,kh-books,kingdom-hearts,,,KINGDOM HEARTS SCRATCH ART（キングダム ハーツ スクラッチアート）,KINGDOM HEARTS SCRATCH ART,KHスクラッチアート|KH Scratch Art|9784757562653|KINGDOMHEARTSSCRATCHART（キングダムハーツスクラッチアート）|KINGDOM HEARTS SCRATCH ART（キングダムハーツ スクラッチアート）,,,1935,msrp,book,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,9784757562653,,true,,https://store.jp.square-enix.com/estore/g/g9784757562653/,true,スクラッチアート（A4判・6シート）。e-STOREの分類は書籍でISBNあり。 発売日2019-09-12。e-STORE確認時点の在庫: 残り僅か。e-STORE限定特典（数量限定）: 「KINGDOM HEARTS SCRATCH ART オリジナルポストカード」。 ISBNはe-STOREの商品コード(g+ISBN-13)から取得しチェックディジット検証済み（ページ本文にISBNの明記はなし）。
kh3-game-novels-vol2-2019,kh-books,kingdom-hearts,,,GAME NOVELS キングダム ハーツIII Vol.2 New Seven Hearts,GAME NOVELS Kingdom Hearts III Vol.2 New Seven Hearts,KH3小説2巻|Game Novels KH3 Vol.2|New Seven Hearts|9784757562318|GAMENOVELSキングダムハーツIIIVol.2NewSevenHearts|GAME NOVELS キングダムハーツIII Vol.2 New Seven Hearts,,,815,msrp,book,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,9784757562318,,true,,https://store.jp.square-enix.com/estore/g/g9784757562318/,true,小説。小B6判・226ページ。 発売日2019-07-25。e-STORE確認時点の在庫: 在庫あり。e-STORE購入特典（数量限定）: 「小説 キングダム ハーツIII Vol.2 オリジナルポストカード」。 ISBNはe-STOREの商品コード(g+ISBN-13)から取得しチェックディジット検証済み（ページ本文にISBNの明記はなし）。
kh3-game-novels-vol1-2019,kh-books,kingdom-hearts,,,GAME NOVELS キングダム ハーツIII Vol.1 Re:Start!!,GAME NOVELS Kingdom Hearts III Vol.1 Re:Start!!,KH3小説1巻|Game Novels KH3 Vol.1|Re:Start!!|9784757560802|GAMENOVELSキングダムハーツIIIVol.1Re:Start!!|GAME NOVELS キングダムハーツIII Vol.1 Re:Start!!,,,815,msrp,book,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,9784757560802,,true,,https://store.jp.square-enix.com/estore/g/g9784757560802/,true,小説。小B6判・240ページ。 発売日2019-03-28。e-STORE確認時点の在庫: 在庫あり。ISBNはe-STOREの商品コード(g+ISBN-13)から取得しチェックディジット検証済み（ページ本文にISBNの明記はなし）。
kh3-ultimania-2019,kh-books,kingdom-hearts,,,キングダム ハーツIII アルティマニア,Kingdom Hearts III Ultimania,KH3アルティマニア|KH3 Ultimania|KINGDOM HEARTS III Ultimania|9784757560017|キングダムハーツIIIアルティマニア|キングダムハーツIII アルティマニア,,,2750,msrp,book,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,9784757560017,,true,,https://store.jp.square-enix.com/estore/g/g9784757560017/,true,攻略・設定資料本（アルティマニア）。B5判。 発売日2019-02-28。e-STORE確認時点の在庫: 在庫あり。name_enは公式英語表記ではなく日本語タイトルからの直訳（公式ページに英語名の記載なし）。ISBNはe-STOREの商品コード(g+ISBN-13)から取得しチェックディジット検証済み（ページ本文にISBNの明記はなし）。
kh3-postcard-book-2019,kh-books,kingdom-hearts,,,キングダム ハーツIII ポストカードブック,Kingdom Hearts III Postcard Book,KH3ポストカードブック|KH3 Postcard Book|9784757559042|キングダムハーツIIIポストカードブック|キングダムハーツIII ポストカードブック,,,1320,msrp,book,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,9784757559042,,true,,https://store.jp.square-enix.com/estore/g/g9784757559042/,true,ポストカードブック（B6変形ハードカバー、ポストカード24枚）。ジャンルはポストカードブックで、一覧ではグッズ区分だがISBNあり。 発売日2019-01-25。e-STORE確認時点の在庫: 品切れ中。name_enは公式英語表記ではなく日本語タイトルからの直訳（公式ページに英語名の記載なし）。ISBNはe-STOREの商品コード(g+ISBN-13)から取得しチェックディジット検証済み（ページ本文にISBNの明記はなし）。
kh-key-game-novels-2019,kh-books,kingdom-hearts,,,GAME NOVELS キングダム ハーツ キー キミとキーブレードの物語,GAME NOVELS Kingdom Hearts Key: The Story of You and the Keyblade,KHキー小説|Game Novels Kingdom Hearts Key|9784757559059|GAMENOVELSキングダムハーツキーキミとキーブレードの物語|GAME NOVELS キングダムハーツ キー キミとキーブレードの物語,,,880,msrp,book,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,9784757559059,,true,,https://store.jp.square-enix.com/estore/g/g9784757559059/,true,小説。小B6判・258ページ。 発売日2019-01-25。e-STORE確認時点の在庫: 在庫あり。name_enは公式英語表記ではなく日本語タイトルからの直訳（公式ページに英語名の記載なし）。ISBNはe-STOREの商品コード(g+ISBN-13)から取得しチェックディジット検証済み（ページ本文にISBNの明記はなし）。 価格: 出版社（ガンガンコミックス公式ページ）の税込880円を採用。GAME BOOKS ONLINE・e-STORE表示は815円で差がある。
kh-memorial-ultimania-2014,kh-books,kingdom-hearts,,,キングダム ハーツ シリーズ メモリアルアルティマニア,Kingdom Hearts Series Memorial Ultimania,KHメモリアルアルティマニア|KH Memorial Ultimania|9784757543843|キングダムハーツシリーズメモリアルアルティマニア|キングダムハーツ シリーズ メモリアルアルティマニア,,,3190,msrp,book,JPY,,,,jp_retail_new,,e-store,JP,,,,,,,,9784757543843,,true,,https://store.jp.square-enix.com/estore/g/g9784757543843/,true,アルティマニア（シリーズ全体）。B5判・256ページ+二つ折り。 発売日2014-10-02。e-STORE確認時点の在庫: 在庫あり。name_enは公式英語表記ではなく日本語タイトルからの直訳（公式ページに英語名の記載なし）。ISBNはe-STOREの商品コード(g+ISBN-13)から取得しチェックディジット検証済み（ページ本文にISBNの明記はなし）。
kh-manga-fm-vol1-2006,kh-books,kingdom-hearts,,,キングダム ハーツ FINAL MIX 1,Kingdom Hearts Final Mix (Manga) Vol.1,KH FM 1巻|KHFM 1巻|キングダムハーツ FINAL MIX 1巻|Kingdom Hearts Final Mix Manga Vol.1|9784757518339,,,429,msrp,book,JPY,,,,jp_secondhand_only,estimated,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,9784757518339,,true,,https://magazine.jp.square-enix.com/top/comics/detail/9784757518339/,false,コミック（ガンガンコミックス、シリーズ『キングダム ハーツ FINAL MIX』第1巻）。 発売日2006-12-22。判型: 新書判。定価429円（税込、公式ページ掲載）。著者: 天野シロ（公式ページに原案の記載なし）。公式e-STORE（ブック・コミック）に取扱ページなし（2026-09-18確認）。出版社の絶版表記は確認できておらず、刊行から10年以上経過していることからの推定（要確認）。name_enは公式英語表記ではなく日本語タイトルからの直訳（公式ページに英語名の記載なし）。ISBNは公式ページの記載でチェックディジット検証済み。
kh-manga-fm-vol2-2007,kh-books,kingdom-hearts,,,キングダム ハーツ FINAL MIX 2,Kingdom Hearts Final Mix (Manga) Vol.2,KH FM 2巻|KHFM 2巻|キングダムハーツ FINAL MIX 2巻|Kingdom Hearts Final Mix Manga Vol.2|9784757519237,,,429,msrp,book,JPY,,,,jp_secondhand_only,estimated,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,9784757519237,,true,,https://magazine.jp.square-enix.com/top/comics/detail/9784757519237/,false,コミック（ガンガンコミックス、シリーズ『キングダム ハーツ FINAL MIX』第2巻）。 発売日2007-01-22。判型: 新書判。定価429円（税込、公式ページ掲載）。著者: 天野シロ（公式ページに原案の記載なし）。公式e-STORE（ブック・コミック）に取扱ページなし（2026-09-18確認）。出版社の絶版表記は確認できておらず、刊行から10年以上経過していることからの推定（要確認）。name_enは公式英語表記ではなく日本語タイトルからの直訳（公式ページに英語名の記載なし）。ISBNは公式ページの記載でチェックディジット検証済み。
kh-manga-fm-vol3-2007,kh-books,kingdom-hearts,,,キングダム ハーツ FINAL MIX 3（完）,Kingdom Hearts Final Mix (Manga) Vol.3 (Final),KH FM 3巻|KHFM 3巻|キングダムハーツ FINAL MIX 3巻|Kingdom Hearts Final Mix Manga Vol.3|9784757519473,,,429,msrp,book,JPY,,,,jp_secondhand_only,estimated,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,9784757519473,,true,,https://magazine.jp.square-enix.com/top/comics/detail/9784757519473/,false,コミック（ガンガンコミックス、シリーズ『キングダム ハーツ FINAL MIX』第3巻・最終巻）。 発売日2007-03-22。判型: 新書判。定価429円（税込、公式ページ掲載）。著者: 天野シロ（公式ページに原案の記載なし）。公式e-STORE（ブック・コミック）に取扱ページなし（2026-09-18確認）。出版社の絶版表記は確認できておらず、刊行から10年以上経過していることからの推定（要確認）。name_enは公式英語表記ではなく日本語タイトルからの直訳（公式ページに英語名の記載なし）。ISBNは公式ページの記載でチェックディジット検証済み。
